,BTG2,CSF3R,CSN3,CXCR1,CXCR2,EGR1,FFAR2,FOXF1,FPR1,FPR2,GLE1,IL1B,IL1R2,IL5RA,KLF6,MXD1,NAMPT,NR4A2,NR4A3,PDK4,PER3,PRDM1,RAB8B,RGS2,S100A12,S100A8
1,3.491870704,2.169680293,2.1926534,1.127714864,1.158288679,3.806078446,1.239807349,2.231701433,1.367568915,1.725278242,2.970416892,1.429564937,1.41029209,1.699463932,4.455893786,3.168246281,2.145927022,1.718245885,1.720050293,1.965274601,4.280708771,2.356802925,4.393983536,3.631157001,0.412721507,0.393190795
1,4.712118561,2.18433692,1.776501152,1.401530216,1.601378759,4.524690205,1.543960832,2.228039378,3.089436108,1.604346607,2.877671062,1.950264495,1.493633008,1.608399238,4.411850513,3.044572269,3.32669271,1.942229337,1.486806778,2.93550496,3.164531719,2.398535791,5.2130371,4.382754806,1.385059312,2.449147852
1,4.080273023,1.888386954,1.805539173,1.232066465,1.776067486,4.092738058,1.421925404,2.153780125,1.934135976,1.372027335,2.846257582,1.644990012,1.360396737,1.559187509,3.742739337,3.190018069,2.46102545,1.878924499,1.698799689,2.919430168,4.11438455,2.024374908,5.107026723,4.087656484,0.510964456,1.475014793
1,4.118909472,2.28391606,1.719347285,1.677854879,1.811597546,5.26193526,2.089050654,2.175194115,3.184840463,1.448395716,3.047638361,2.833128997,2.109009023,1.924321042,3.954639389,3.082564615,3.211580033,1.863135075,2.022159212,2.482552475,2.927824846,3.00751601,5.70418717,5.752700833,1.697963861,3.134707511
1,3.940454555,2.122353475,1.829630984,1.301084695,1.527145526,4.315469965,1.389201752,1.311778395,1.772106561,1.205778109,2.882946676,1.917906685,2.031660027,2.329260432,4.04836192,3.070436765,2.42117481,1.665840843,1.606454226,2.865323067,4.514100519,1.911592202,5.199521364,2.851709045,0.632535553,1.254079688
1,4.372478558,2.064306439,2.124601106,1.449881144,1.503532271,4.292380515,1.537533756,1.946364933,2.226295437,1.639570846,2.778955691,2.105254467,1.130393722,1.868986028,3.560193371,2.877301644,2.335744999,2.422261789,2.31582805,3.660627528,4.08837357,2.158896168,4.558522923,3.953886251,1.59750003,2.171292179
1,4.384951213,1.954496634,1.53793039,1.424609379,1.442670186,5.909046379,1.44433237,2.013226178,1.944575913,1.354964569,2.827770691,1.794186256,1.237226336,1.427658636,4.349295946,3.028616899,2.647209987,2.018437361,1.561307751,2.565426373,3.909716157,2.108338996,4.938138795,5.200995672,1.67115337,0.664410363
1,3.619734611,1.842828523,1.700107369,1.160506441,1.434041079,5.194882351,1.561442128,2.365760569,2.037677924,1.55148565,2.652483295,1.694138229,1.18219305,1.520463822,4.410878791,2.907046698,2.566629648,1.700849222,1.573242416,2.117499992,4.390096301,2.460907395,5.42964145,3.688163489,1.341174678,1.149484673
1,4.26463806,2.084268226,1.414159887,1.517194017,1.5611331,3.589706457,1.869458881,3.295364242,2.32548675,1.432866221,3.236813166,1.630137756,1.433965783,1.901956173,3.908984677,3.119540413,2.385792715,2.159829108,2.036226015,3.563304674,4.208471504,2.218294831,5.266747457,4.722090017,2.032908446,2.953519623
1,3.722576453,2.088794096,1.84012072,1.439445984,2.163063967,4.578012431,1.499436646,2.00981866,2.817950104,1.620040088,2.801481585,2.243174191,1.96590288,1.952457489,3.973984743,2.940566236,2.872864239,2.299240103,2.254942681,3.0586751,3.049035549,2.343871493,5.012886688,5.293525031,1.519884635,1.971875826
1,3.634730581,1.869004639,1.817485525,1.486302695,1.42450411,1.810437288,1.316607399,2.576295898,1.657616572,1.332416464,2.649529663,1.702989469,1.422919926,1.966417496,3.418168187,2.985992634,2.054065435,1.65651433,1.364345971,4.542092521,4.940754775,2.871345026,5.001956571,3.306025458,0.708631864,1.694867019
