gene,GSM757001,GSM757002,GSM757003,GSM757004,GSM757005,GSM757006,GSM757007,GSM757008,GSM757009,GSM757010,GSM757011,GSM757012,GSM757013,GSM758485,GSM758486,GSM758487,GSM758488,GSM758489,GSM758490,GSM758491,GSM758492,GSM758493,GSM758494,GSM758495,GSM758496,GSM758497,GSM2544316,GSM2544317,GSM2544318,GSM2544319,GSM2544320,GSM2544321,GSM2544322,GSM2544323,GSM2544324,GSM2544325,GSM2544326,GSM2544327,GSM2544328,GSM2544329,GSM2544330,GSM2544331,GSM2544332,GSM2544333,GSM2544334,GSM2544335,GSM756992,GSM756993,GSM756994,GSM756995,GSM756996,GSM756997,GSM756998,GSM756999,GSM757000,GSM2544275,GSM2544276,GSM2544277,GSM2544278,GSM2544279,GSM2544280,GSM2544281,GSM2544282,GSM2544283,GSM2544284,GSM2544285,GSM2544286,GSM2544287,GSM2544288,GSM2544289,GSM2544290,GSM2544291,GSM2544292,GSM2544293,GSM2544294,GSM2544295,GSM2544296,GSM2544297,GSM2544298,GSM2544299,GSM2544300,GSM2544301,GSM2544302,GSM2544303,GSM2544304,GSM2544305,GSM2544306,GSM2544307,GSM2544308,GSM2544309,GSM2544310,GSM2544311,GSM2544312,GSM2544313,GSM2544314,GSM2544315
SYP,1.797807617,1.630364224,1.729606143,1.740534454,1.893859912,1.798702951,1.824691487,1.68963154,1.829483951,1.731197238,1.861578993,1.659860534,1.810237413,1.687809961,1.769171036,1.624010413,1.709965942,1.821269814,1.737974066,1.663216078,1.62486348,1.818689078,1.639008809,1.759752817,1.630703498,1.746024632,1.445278248,1.807348236,1.682047995,1.531603789,1.612195014,1.749818595,1.898615545,1.493996622,1.639312578,2.097778126,1.706446032,1.736112182,1.742732286,1.482403669,1.749678734,1.417880961,1.493266235,1.90114859,1.74720785,1.763400687,1.677330151,2.175934195,1.957322194,2.019956002,1.857194333,1.702692971,1.261864536,1.509630841,1.64904184,1.574504585,1.885804899,1.615235322,1.665849596,1.747482011,1.798780051,1.747482011,2.183694062,1.780551453,1.474581412,1.779385942,1.736168781,1.655810658,1.747482011,1.633852424,1.698779176,1.747482011,1.857941407,1.8530618,2.183212317,2.154556278,1.944608832,1.747482011,1.747482011,1.721918462,1.762462717,1.747482011,1.878143604,1.825726673,2.114182964,1.586517123,1.544636414,1.65711603,1.603906552,2.015705025,1.813232392,1.57389852,1.747482011,1.981516692,2.013311841,1.719991483
TAB2,4.583765047,4.455334056,4.661117193,4.852222121,4.713001967,4.713867133,4.839990049,4.741324461,4.338288037,4.734989856,4.274693011,4.464972004,4.389407663,4.547218958,4.423910181,4.639833856,4.83332783,4.618269899,4.735538472,4.87492739,4.716777215,4.362486311,4.681001904,4.237583351,4.440054021,4.381105424,4.317040133,4.392464273,4.301567271,4.332205801,4.612980853,4.233014569,4.333515417,4.952575415,4.385916196,4.979673134,4.572770813,4.352658435,4.607904072,5.294223325,4.463587701,4.492754935,4.396409287,4.506465476,4.538559134,4.031155965,4.138253212,4.227461453,4.365798774,4.227817627,4.193608725,4.451108261,4.695845177,4.516543719,4.178165755,4.350370087,4.376885755,4.457645365,4.449771505,4.449771505,4.586893076,4.473199067,4.284420448,4.987392834,4.449545152,4.706827968,4.553344289,4.553150272,4.229998657,4.381315812,5.012582718,4.549221427,4.205212975,4.418761108,4.042594326,4.412132191,4.50669935,4.202642249,4.212504784,4.357597224,4.187605925,4.369044231,4.13465543,4.254913684,4.835428956,4.449771505,4.407524286,4.222529,4.449771505,4.448445721,4.292261972,4.140863977,4.412617234,4.084647528,4.156821882,4.559003121
TAC1,0.725344121,1.218364345,1.014358294,0.49942488,0.998874042,0.784149598,1.078670634,3.956041718,1.661753185,1.387081765,1.356983805,3.20161669,0.91293046,1.007626435,1.545049091,1.303334585,1.026153446,1.26775372,1.326702617,1.372032785,4.321827301,1.857164574,1.646827529,1.569036773,3.657600589,1.295662622,2.50313334,2.35348968,4.057599438,2.246071955,2.232063115,2.486415792,3.163609437,2.451169351,2.229437496,2.363493621,2.246005484,3.072227928,2.856378789,2.770431315,2.254630143,2.427505545,2.827962281,2.726942425,2.332534582,2.567776742,4.635971396,1.653054089,2.931164074,1.114298611,4.6803185,1.111568372,3.525140908,4.593662141,2.919565809,1.786493605,1.97974248,2.569027745,1.538771447,2.435918838,1.3871835,2.083238395,1.669786507,1.378492369,1.621328882,1.337113944,3.129813413,1.471485808,1.253343407,1.423709515,3.079793711,1.893844859,1.629405153,2.674567654,1.909282833,1.956643681,3.588465829,1.525610117,1.593577087,3.632901936,3.871949581,3.113295279,2.122788857,2.023347695,2.57668857,2.018794407,2.776916938,3.18372169,1.842811469,2.885331734,2.274675925,2.696170848,1.529914138,1.336183345,2.95879921,1.77198623
TAP1,3.855549815,3.005570775,3.622612593,3.697969147,3.832868403,3.900940269,3.804178746,2.777633518,3.357998431,3.983995188,3.256625571,3.196933494,3.30916556,4.536206319,3.728984549,4.185714064,4.178634041,4.456147323,4.449747878,3.936361021,3.020854353,4.01419101,4.589082666,3.679855454,3.766466784,3.788972877,3.523727631,4.055979765,3.757178854,3.540087912,4.462093146,3.553588309,3.219032518,3.313113278,3.84619257,3.523442065,4.315862056,2.752103344,3.588966186,3.750638962,4.108518353,3.236651824,4.147376482,4.112928454,3.494585793,4.862882051,4.009419519,3.864775972,4.377703357,4.613094115,3.092751293,3.330583534,3.774419097,3.662458615,3.69579199,4.714552939,4.302055813,4.539708941,2.876108906,3.611816538,3.344219734,3.218925021,3.723059416,3.506618383,3.815796748,3.972610675,6.048408204,3.79185278,4.234642451,3.802985649,4.045152977,3.542753082,4.105894214,3.484747937,3.602716396,2.923376473,3.351406723,4.59263016,4.070206856,3.646485423,3.369978385,3.971586575,3.80950022,3.719532741,3.876072356,3.392518435,4.253833075,4.132456108,4.38965295,2.936460477,4.152115173,3.813851239,4.517593724,4.455855115,3.825480684,3.954244396
TAP2,2.668825374,2.553958437,2.566256701,2.883415211,2.943539546,2.866359146,2.82062656,2.339806596,2.406982715,2.555093278,2.243191596,2.481686383,2.503097871,2.638986117,2.568897831,2.53690062,2.775410701,2.904174479,2.947141859,2.798280263,2.339421035,2.449674827,2.553171225,2.157479672,2.42140617,2.432950222,2.389786339,2.955360958,2.513104736,2.329745297,2.696739707,2.683890651,2.621836563,2.394193664,2.228597727,2.363570416,2.799618854,2.296182645,2.692704113,2.527015541,2.834998592,2.540121127,2.5800032,2.602100394,2.44725852,2.515690224,3.075140142,2.613353599,2.95537379,3.183400471,2.645753426,2.249499082,2.244388308,2.199855747,2.424544386,3.212128548,2.956546464,2.623649142,2.291343263,2.647710689,2.373967243,2.403932539,2.825342149,2.341207435,2.578946445,2.833372958,3.785756541,2.528930256,2.667857781,2.993833548,2.85908651,2.385506334,2.81472229,3.215971745,2.53625442,2.373266536,2.220725117,2.882872525,3.191359134,2.301305171,2.417359974,2.632124127,2.660651193,2.881576811,2.769219126,2.244538448,2.67395749,2.614206231,2.70667098,1.999994271,2.74979768,2.571442948,2.979878801,2.628196608,2.623567195,2.735959322
TARDBP,5.344124678,5.004630452,5.078671829,5.043726123,5.187016503,5.203139768,5.219352159,6.131511649,4.901990218,5.022476812,4.727168984,4.847972248,4.631509881,5.352929562,4.969678138,5.068073228,4.992267969,5.266282861,5.230690226,5.234616609,6.26145325,4.912775947,5.103051037,4.741310641,4.935799904,4.687900527,4.637590081,4.66193169,4.632093589,4.507637298,4.88512854,4.465039482,5.040600753,4.787958408,4.295629735,4.96423877,4.481921566,4.907507116,4.328804993,5.499754168,5.030392981,4.948338202,4.676458134,4.746145805,5.041974876,5.240830117,4.650209184,4.576343615,4.620641811,4.444993664,4.163448518,5.363039437,5.130296895,5.143791416,4.768196966,5.213874543,5.312026192,5.136531044,4.92982367,5.382499076,5.424115376,5.271980319,5.425096892,5.251564776,4.880944149,5.255294539,4.749028333,4.156781281,4.973206699,4.501097267,5.670476015,5.042698067,5.103355786,4.544676599,5.753316007,5.425685802,4.882121969,4.865632492,4.177785734,4.962213715,4.863669459,4.616523606,4.612401237,4.84050567,5.536008256,4.859743393,4.940816655,5.517555746,4.829316382,5.222315585,5.380536043,5.082547637,5.393492061,5.580372801,4.964961961,5.06193579
TBC1D4,3.101962488,3.699633769,3.119998617,3.172572397,3.155620894,3.334306296,3.599489863,3.47439113,3.203681115,2.802541691,2.952170553,2.757281217,2.886564735,2.951412508,3.532533877,2.959414744,3.07554915,3.024436719,3.119754662,3.466203816,3.344698181,3.038575623,2.677427715,2.778946634,2.576888972,2.762301645,3.904776253,3.42298577,2.81993737,3.502626392,3.139734595,3.439698836,2.391361904,3.400330527,3.465793707,3.181087304,2.546365661,3.908623786,3.897797777,3.066069225,3.164197848,3.746509259,3.18476947,3.46904592,3.194647377,2.597067104,3.621707147,3.754106531,4.179475016,3.70592226,3.044249747,3.798840085,4.232987779,3.673973531,3.308311438,3.498206211,3.90790782,3.256869992,4.141085947,2.94852717,2.623350014,3.134167872,3.178265669,3.070777288,3.634247916,3.360091911,2.792850922,3.248590631,3.012920979,3.225725923,3.368679957,3.24769765,3.071405682,4.279365614,2.670347242,5.015501166,4.455536314,3.130232143,3.511159939,4.132806585,3.600402856,3.948632136,3.734702697,2.825780952,3.575322234,4.02260619,4.139200766,4.010677736,4.20137866,4.351399366,2.710740824,4.169495953,4.309341092,4.286807117,4.023885027,3.102880485
TBK1,4.231199323,4.082865565,4.119926675,4.391005962,4.555314108,4.390670646,4.265084334,4.816694757,4.210251872,4.414965269,3.686449759,4.059921311,4.259286956,4.255149542,4.053201232,4.165089273,4.391392005,4.517042655,4.459379262,4.272459164,4.91218304,4.219369926,4.431048648,3.733722678,4.04633658,4.28039185,3.666048133,3.798090275,4.195315605,4.094968205,4.552267022,4.1347987,4.109215415,4.212782415,4.250511496,4.537614952,4.390592997,3.651762365,3.758664639,4.170580598,3.816328246,4.338019056,4.415154493,4.401678444,4.970294436,4.377329017,3.835521246,4.078129887,3.324036704,3.507856432,3.995505,3.713204141,4.517202836,4.546339592,3.796149201,4.202375635,4.222001697,4.736752052,4.247874168,4.90741011,4.038214613,4.44172491,4.612826386,4.057474374,4.136055739,4.091521157,4.562238186,4.007348871,4.452887474,4.280995558,4.334090033,4.583965664,4.230041056,3.530366154,3.693794572,3.65629684,3.580742284,3.968154584,4.457321653,3.50736626,3.796262667,4.117702093,3.745867258,3.85462032,3.953560351,3.012723943,4.277351819,4.103609115,4.143439611,3.495451813,3.865223792,4.416103067,4.498636635,4.326706161,3.945906572,4.368695909
TBP,3.941084053,3.291930728,3.915146137,4.012881997,4.03331577,3.729700893,4.03385679,4.714779342,4.033984288,3.57889518,3.616127836,3.480656885,3.495733725,3.967545793,3.407419986,4.063599876,4.003284136,4.192626812,3.769487242,4.025265479,4.758059614,4.152541858,3.655010799,3.743806414,3.603739314,3.543654232,3.857051989,3.569080772,4.127020477,3.506584377,3.203472032,4.165706422,4.326970303,4.61986782,4.148814525,3.891125564,3.933880536,3.83888022,4.107870693,3.143233525,3.972324996,4.164281658,3.931791688,4.030559175,3.643301278,3.823690795,3.842515444,3.809503589,4.046744978,3.746046157,3.405836964,3.663371612,4.025753411,4.001438546,3.641618008,3.85670791,3.79232793,3.769845648,3.818094411,3.940515382,3.737486619,4.043013817,3.979479035,3.996286412,3.973840353,4.213091911,3.694284899,3.855428038,3.888704712,3.475378477,3.504175599,4.28193937,3.389409711,3.203236621,3.994294158,3.711563172,3.622720731,3.692739393,3.347620681,2.628694802,3.609475263,3.426827858,3.992965989,3.920230617,3.674821184,3.483927057,3.751142612,3.761284995,3.599393251,3.863155567,4.06824903,3.907757902,3.897712113,4.061970413,3.882027643,3.968419008
TBX1,1.606075851,1.606368465,1.547287173,1.638526528,1.515955442,1.661435877,1.671245904,1.505543973,1.615561811,1.463104184,1.563573967,1.555625887,1.606172458,1.635734184,1.587379602,1.522162689,1.579429201,1.467865804,1.566282784,1.609161461,1.474362668,1.546240162,1.4214387,1.61077022,1.545153893,1.578350478,1.626053593,1.620292975,1.404186878,1.516944615,1.60497924,1.433166877,1.829576996,1.594563689,1.571399592,1.683670828,1.590671679,1.619419484,1.617396081,1.560320631,1.455899757,1.454429196,1.340200898,1.599417646,1.540097655,1.69983594,1.619146348,1.685300043,1.75958353,1.625780077,1.608868982,1.656254876,1.50111163,1.410531048,1.58587103,1.710927947,1.345764482,1.687222065,1.640993383,1.587246045,1.594267143,1.535721132,1.70050134,1.762961475,1.645482464,1.850885531,1.613229638,1.827190705,1.58291176,1.805607738,1.655710048,1.57456384,1.613229638,1.803761244,1.790205548,1.562876751,1.646311727,1.666280395,1.625712819,1.945277843,1.523514372,1.519567077,1.569566144,1.613229638,1.612886875,1.444712215,1.73080816,1.543383528,1.775367258,1.826958512,1.569101757,1.721984796,1.651652185,1.583199238,1.613229638,1.621091057
TBX21,1.763872031,1.89179917,1.989659724,2.063288689,1.788976604,2.039790802,2.047026652,1.882620385,2.030124959,1.860311323,2.119280931,2.105736774,1.956481797,1.644999914,1.792497825,2.015600911,2.04638611,1.802372606,2.068886806,1.940468168,1.801033844,2.026509694,1.979176787,2.10827057,2.023805565,1.840896242,2.036169337,2.047415939,2.295288926,2.214782441,2.104970827,2.077413986,1.804563948,1.821652387,2.063406369,2.166715208,3.1539537,2.213759053,1.814637919,2.285566745,1.685808354,1.870615084,1.985234487,1.790609632,2.228651474,1.832419277,2.04894481,2.720833982,2.601586999,2.286163387,1.924906188,1.997520222,1.66156677,1.775190756,2.099287925,1.847193984,1.727180476,2.004113405,1.822526081,1.669540306,1.715571424,1.799627785,2.042735623,2.038652734,1.784895269,1.807740263,2.50586112,2.270865759,1.999987874,2.03627549,1.664135541,1.833538157,1.931580814,2.057692006,1.765632131,1.793039728,1.976130152,2.058342283,2.528098478,2.029484887,2.124574645,1.748991423,2.114841803,1.779064092,2.132623161,2.032629672,2.211498622,2.117091123,2.364313833,2.183344805,2.000147778,1.738672265,1.704452745,2.254598162,2.185881953,2.054429958
TBX4,1.429516063,1.386132889,1.491309989,1.640022945,1.201861859,1.625100853,1.65013368,1.327676825,1.572570638,1.250315593,1.485563077,1.694794906,1.444374004,1.3267075,1.339119999,1.447853286,1.578670542,1.19386607,1.582161078,1.602504094,1.262561164,1.546549358,1.129145423,1.358580723,1.600589077,1.397789139,1.630623276,1.164782543,1.303939005,1.561766225,1.644712424,1.882764668,1.46832633,1.472507086,1.449032141,1.802431442,1.575186452,1.378440076,1.805232549,1.32802016,1.498824944,1.683614358,1.466068721,1.462515079,1.434587629,1.52186091,1.469076321,2.276792288,2.001226809,1.756153653,1.821850752,1.653056251,1.28427974,1.161684098,1.418344825,1.526407301,1.360828461,1.43913402,1.480899772,1.474607734,1.596267733,1.582763891,1.594156451,1.528853043,1.151100838,1.715272951,1.672503818,1.550634782,1.36778942,1.651474615,1.288062403,1.347094678,1.348620654,1.141965886,1.46860835,1.361560093,1.533640009,1.457466635,1.2117218,1.954725749,1.347700887,1.526386397,1.245815864,1.383927138,1.514366724,1.364612045,1.41994435,1.311391022,1.453892089,1.40368121,1.525153074,1.276460806,1.096479261,1.500361191,2.217799818,1.473228085
TBX5,1.488672199,1.474130545,1.434956367,1.746996716,1.507570727,1.668058394,1.653945837,1.563104215,1.630878045,1.272591057,1.520469247,1.55074953,1.503714659,1.393287839,1.426368496,1.358190858,1.65662683,1.445063326,1.580018313,1.596035645,1.485276433,1.523967346,1.201285699,1.451537592,1.482473148,1.412479405,1.5911855,1.619103413,1.490716993,1.470175166,1.693191373,1.540272516,1.813989093,1.504618707,1.359648359,1.733620829,1.725083541,1.852276049,1.455815512,1.862399768,1.532961849,1.419949089,1.473609707,1.474754554,1.344372829,1.464925224,1.452929473,1.8787894,1.771866109,1.894696265,1.692030248,1.564984117,1.300990818,1.304271265,1.491110856,1.568768323,1.339569941,1.266545054,1.330280325,1.518002533,1.285958389,1.626256,1.411580821,1.590863871,1.610130011,1.313074909,1.287152301,1.821550554,1.213505925,1.521895013,1.263650226,1.526637951,1.365149095,1.413576126,1.521895013,1.56404174,1.664526602,1.521895013,1.549583957,1.54461205,1.627924206,1.521895013,1.551742811,1.747528014,1.421540991,1.506226963,1.685788047,1.216122718,1.426627383,1.553067563,1.672475111,1.521895013,1.481596396,1.624816764,1.570943532,1.617080869
TCF3,2.463412973,2.600827509,2.458250371,2.511621084,2.487062324,2.558951846,2.6697909,2.443044368,2.569269057,2.515411367,2.486384418,2.46333889,2.560107439,2.474617283,2.594850363,2.431289096,2.505294655,2.489239914,2.540554137,2.643944254,2.415608502,2.541729263,2.505127201,2.503345403,2.48978718,2.541565154,2.599018157,2.662288677,2.563967996,2.543336305,2.29084709,2.610602733,2.693829078,2.63708007,2.436834091,2.666877449,2.545411331,2.433359904,2.707251535,2.722262869,2.611219312,2.6113616,2.58270252,2.498124443,2.451382991,2.514677226,2.59203069,3.031149739,3.126717149,2.91979368,2.74815479,2.419354805,2.322687825,2.317537471,2.666571515,2.573320922,2.573320922,2.491019446,2.675341078,2.492786182,2.498157536,2.430215243,2.603746738,2.539160059,2.743342659,2.553946104,2.529614937,2.549535191,2.520852397,2.531381674,2.64177308,2.452198665,2.265244713,2.974299028,2.240889832,2.213748486,2.669412432,2.400619437,2.598434671,2.969947402,2.528215776,2.724868995,2.971133131,2.61096783,2.845422101,2.602750725,3.024787386,2.662547058,2.923537953,2.66849942,2.819158196,2.972129144,2.775736786,2.719260495,2.889448234,2.497600244
TCF4,4.469114711,3.86866032,4.575418181,4.214799244,4.449952633,4.179184551,4.251448435,4.032731912,3.345436103,4.742549649,3.208313113,3.437982193,3.203102506,5.024721044,4.347433415,5.079350205,4.713360755,4.980199686,4.700148175,4.70630641,4.490791846,3.829600461,5.214705472,3.692400391,3.887530029,3.734443158,3.706255343,4.261633188,3.970076564,3.556298454,4.297055956,3.900007377,3.772321012,4.510064458,3.784316345,3.843516664,4.437514003,3.390312267,3.871480404,3.929965266,4.228189347,3.381985557,3.599317251,3.266294525,4.190848544,4.137295774,4.172260936,3.573363151,4.890816032,5.13705981,3.738630048,3.064876514,3.885164824,3.992222375,4.267014729,4.715994523,4.575079801,4.243229209,3.399902473,4.50899891,4.291058317,3.666829085,4.9018613,3.788121999,3.571277426,4.798226491,4.841701963,3.661501208,4.820694908,3.628696712,5.094136752,4.323908481,4.973544073,4.916611907,4.18494224,4.148377785,5.107365108,4.131359025,4.127538176,5.123272625,3.423253794,4.416324304,4.448930909,4.151894183,6.047385191,4.344276192,5.035377885,3.993397469,5.190540871,3.648470745,4.357200098,5.45459043,5.963356967,5.307830266,5.666137572,3.718326817
TCF7L2,4.115126156,3.656574854,3.638858281,3.804404335,3.693072423,3.653169408,4.237479412,3.915171839,3.754714489,3.644835114,3.517085186,3.748934001,3.678104031,4.003171706,3.542161444,3.500837565,3.69932256,3.623235306,3.564885547,4.086978704,3.864264535,3.627296209,3.48029477,3.403058072,3.63771814,3.517453025,3.765175301,3.616624737,3.474061181,3.597561134,3.093924776,3.574737734,3.557702878,4.092255571,3.635412696,4.177573189,4.263949283,3.632490859,3.408391534,3.995570357,4.304050107,3.700685414,3.703221347,4.028272871,3.621277624,3.816279871,3.683012085,3.643871918,4.043188803,3.417204381,3.23342226,3.295113081,3.567892861,3.657678876,3.395356563,3.860233837,3.818842995,3.548997638,3.572824385,2.972767431,3.88987118,3.215368044,3.482015921,3.626553094,3.848325976,3.639067374,3.31601152,3.440338408,3.659795872,3.799007586,3.90668552,3.539217756,3.400557332,3.716865398,4.052744254,3.12214493,3.85390503,3.84865675,3.31123735,3.646388503,3.456799923,3.336839251,3.791256451,3.650379842,3.796537808,3.796780375,3.493074795,3.594346741,3.717196172,3.333895363,3.826230279,3.754551572,3.463283091,3.44051482,3.607489491,3.346012714
TCTN1,3.675539163,3.890470562,3.847318475,3.973867308,3.664943272,3.494250821,3.844785774,3.835833856,4.049180139,3.911484933,3.958787171,3.955478488,3.973769485,3.764308885,4.029705287,3.911015699,4.11866403,3.665382663,3.493440845,3.857355599,3.984408485,4.047792335,3.946300247,4.009183356,4.04450356,4.079203636,4.413698228,3.912975207,4.247019246,3.705543326,3.729406288,3.994842753,3.929054327,3.763485541,4.0310925,3.986198199,4.2232935,3.563101529,4.068652029,3.999645283,3.960938138,3.806932846,3.604315969,3.853436307,4.065134331,3.696424756,3.669726964,3.431864471,2.935498572,3.257411942,3.672587137,3.879795243,3.78739601,3.918791382,3.742329682,3.554836072,3.881782346,3.902576678,3.799041612,4.226678856,3.907915595,3.805465776,3.662874289,3.646670428,4.108374451,3.382880544,3.732617007,4.016876896,3.663597787,3.691065765,3.853628293,3.954818227,3.49693128,3.072699466,3.193149417,3.440860181,3.152907957,3.541052187,3.524399257,3.249270413,3.721739588,2.983359931,3.79803121,3.691801737,3.355924004,3.343948864,3.415512801,3.380136241,3.245041691,3.982585583,3.707481686,3.699897431,3.379475113,3.510914751,3.236234974,3.860339361
TCTN2,4.280522496,3.754160411,4.057238771,4.604383884,4.267903133,3.759414872,4.429484486,3.388738755,3.764697241,3.70244729,3.835134899,3.472940006,3.637615348,4.244088697,3.877603633,4.134162718,4.612721725,4.372413946,3.803604295,4.448549723,3.318157704,3.736140306,3.8364591,3.817190826,3.535528713,3.783868313,4.304026983,3.987585539,4.079730528,4.156500736,4.276784117,4.280319091,4.876730473,3.463155654,4.561325955,2.530997156,4.906461961,3.033067153,4.153408812,4.48055887,4.5896246,4.216029698,4.499035001,4.057568598,4.153521931,4.01370664,4.168237261,4.989783559,4.528015676,4.377807433,4.261701205,3.113679802,3.701151447,3.447456339,3.905681758,3.462582512,4.531520936,4.718045016,3.698850746,5.146662967,4.559659329,4.276107283,4.362718859,3.483273893,4.407287811,3.944602137,3.782549503,4.211591651,3.92384477,4.615191413,4.295931417,4.673325239,3.821999813,2.32551807,3.86400473,2.914661546,3.234213767,3.912410307,4.125998148,3.994921313,3.865258468,3.571026087,4.520039341,4.260063215,2.301593366,3.529577339,4.04562698,3.464043635,3.748415795,3.485875634,4.226806179,3.352583549,4.093306709,3.664566212,3.514909554,3.675717877
TCTN3,4.050396258,4.269807858,4.165223813,4.191810596,4.414601754,4.059012655,4.125535309,4.021608987,4.102519341,4.668451098,4.111030896,4.414788091,4.320198977,4.015310209,4.229877719,4.135053113,4.169147657,4.415203783,4.050023982,4.100811541,4.04853816,4.167271942,4.636978856,4.104519555,4.377776369,4.31224645,4.453649284,3.806643274,4.792690944,3.830549892,3.591380167,4.105197711,4.40569367,4.207619512,4.426726834,4.271081421,4.755569027,3.807872905,3.999734191,4.126373253,4.532746924,4.414650562,3.806643274,4.065500041,3.806643274,3.99880226,3.961967175,3.648578304,3.193944275,3.472429932,3.875340822,3.959011906,3.799514137,3.688670632,3.746676408,3.646946394,3.789829531,4.116976127,3.945785588,4.127305028,4.185718978,3.80590534,3.933346898,3.875929596,4.119060028,3.594240521,4.000187057,3.808273997,3.49664664,4.183169112,3.184786301,3.922785014,3.611041165,3.105183865,3.835287052,3.202104684,2.909051229,4.332342782,3.752125157,3.03446066,4.263612874,3.261165809,3.756694208,3.919575029,3.236857943,3.383559408,3.447319017,3.659799275,3.582384288,3.401240209,3.948154245,3.406081072,3.664523647,3.283066186,3.653107493,3.985250275
TEK,5.825264097,5.661681681,6.437268212,6.155221809,6.457409102,6.557626696,6.521815031,5.706760945,5.036214043,6.335254611,5.071830672,5.390689968,5.36219654,5.922318746,5.77771332,6.611738301,6.355852017,6.671694618,6.750707263,6.759392501,5.838428789,5.180226006,6.494821201,5.16672647,5.439986937,5.373938402,5.441364485,6.36145318,5.338071004,5.213351044,4.569038982,5.263613991,5.730175559,5.611615712,5.673841776,5.653665176,5.759904798,4.764912706,4.696705083,5.258971588,5.778474413,5.65027265,6.05175129,5.604116444,5.63839881,4.99551518,5.220093795,6.409081569,5.356881234,5.560031989,5.333733262,5.523613221,5.160560656,4.869640514,5.594970327,6.292534002,5.851862762,6.338690208,5.683129245,5.980868018,6.377257869,5.480649023,6.523672138,5.944800113,5.410655861,6.680799647,6.331369494,5.497254544,6.690620116,6.017293031,6.553937039,6.059342495,6.303157965,5.272722906,6.196829065,5.021497446,5.54519629,6.081661744,6.10701641,4.541365775,5.482880948,5.711340775,5.46234724,6.370562095,5.803563909,4.958646442,4.967127757,5.516449098,5.62268872,2.945530588,5.538589792,5.749908436,5.797225242,6.242628163,5.315308031,6.060503096
TERT,1.623805207,1.553739758,1.559968741,1.62833071,1.416206149,1.52140396,1.608408594,1.496994717,1.349179353,1.525044883,1.93227253,1.675371909,1.74196509,1.552248109,1.421106225,1.393364946,1.568937827,1.308118772,1.31384993,1.459007108,1.488550033,1.308673809,1.353759851,1.803047425,1.553313519,1.602975255,1.608724899,1.456370606,1.249889099,1.505842265,1.498117115,1.091242133,1.774662156,1.268536896,1.610106218,1.863475807,1.495687018,1.897011146,1.631849191,1.60800866,1.405978068,1.611743336,1.490212905,1.466525854,1.566006352,1.648552911,1.576442058,1.940859896,1.932826296,1.432429263,1.486145611,1.957302344,1.452103013,1.560935474,1.476611528,1.701742131,1.522042851,1.607761326,1.794060238,1.530074961,1.58796243,1.590725067,1.580723299,1.773903222,1.379178726,1.252609041,1.550513356,1.551152855,1.75141843,1.622393068,1.732105554,1.601289594,1.665955755,1.828158336,1.725301282,1.31085463,1.916895247,1.655186588,1.983428746,2.022719578,1.52306605,1.757608782,1.383322681,1.537646632,1.607172987,1.508818007,1.464922781,1.474847809,1.549080878,1.783649191,1.565682278,1.372144235,1.285709521,1.613798199,1.225622174,1.44128689
TF,1.529065612,1.596492118,1.680875045,1.523952659,1.563646719,1.656103821,1.523238761,1.712026017,1.521834182,1.355068475,1.654322011,1.473952816,1.480283643,1.511355691,1.600217788,1.651943783,1.527459902,1.543943922,1.697619098,1.529306348,1.757696975,1.50482932,1.390450573,1.641510105,1.503437071,1.473180727,1.720575524,1.577826249,1.447685122,1.547584577,1.577826249,1.320029857,1.629635902,1.503697491,1.443661245,1.633230565,1.711275897,1.577826249,1.914937729,1.564019879,1.638327476,1.523942063,1.468269488,1.468484095,1.534851241,1.458326041,1.409297227,1.803165521,1.667002229,1.683926354,1.49412231,1.534584679,1.403294612,1.46938935,1.637765499,1.592486666,1.426166413,1.550173363,1.574817375,1.958713133,1.592486666,1.665292016,1.765263006,1.618311015,1.258773127,1.761078174,1.614930958,1.769251116,1.494500788,1.595008296,1.613786389,1.643366357,1.803427245,1.540659129,1.592683389,1.694496421,1.687754192,1.592486666,1.297026785,1.617130678,1.504265397,1.733751578,1.304770513,1.834795602,1.598298933,1.415668565,1.410088789,1.624910174,1.65255868,1.38499768,1.761489504,1.507091053,1.330684281,1.735736691,1.579985821,1.757519279
